"CntryResdnc","Age","Gender","Kids","Education","WorkStatus","AnnualIncome","CurrOccption","PostHeldYrs","PostHeldMths","CmmuntySize","MaritlStatus","SonsCnt","DaughtersCnt","D1DsnTmeWst","D2DelayActn","D3HesitatDsn","D4DelayDsn","D5PutoffDsn","A1BillsOnTm","A2OnTm4Appt","A3Rdy4NxtDy","A4RuningLate","A5ActvtDlyd","A6TmeMgmtTrg","A7FrndsOpn","A8ImpTskOnTm","A9MissDedlns","A10RnOutOfTm","A11DrAptOnTm","A12MorPnctul","A13RtneMntnc","A14SchdulLte","A15DldActCst","G1LteToTsk","G2LteTktPrch","G3PlnPrtyAhd","G4GetUpOnTme","G5PstLtrOnTm","G6RtrnCalls","G7DlyEsyTsks","G8PrmptDscsn","G9DlyTskStrt","G10TrvlRsh","G11RdyOnTme","G12StayOnTsk","G13SmlBlOnTm","G14PrmptRSVP","G15TskCmpErl","G16LstMntGft","G17DlyEsntPr","G18DyTskCmpl","G19PshTskTmr","G20CmpTskRlx","S1LfClsI2dl","S2LfCndExlnt","S3StsfdWtLf","S4GtImThgsLf","S5LvAgChgNth","CnsdrSlfProc","OthCsndrProc","DPMean","AIPMean","GPMean","SWLSMean","HDI","HumDev_Categ"
"United States",28,"Female","No Kids","ma","full-time",45000,"Technology Curriculum Developer Science",1,4,"Large-City","Single",0,0,2,2,2,2,2,1,3,4,5,2,1,3,3,2,3,4,4,4,5,3,3,3,3,5,2,5,3,3,3,4,2,3,1,3,3,4,4,2,2,2,4,4,4,4,4,"no","no",2,3.13333333333333,3,4,0.92,"VHigh"
"United States",37.5,"Female","No Kids","ma","full-time",45000,"college professor",1,0,"Small City","Single",0,0,3,2,3,3,3,2,3,3,3,3,4,1,3,2,3,3,4,3,2,3,4,3,3,3,3,3,3,3,4,2,3,4,3,2,4,3,3,3,4,3,2,3,2,2,2,"yes","yes",2.8,2.8,3.15,2.2,0.92,"VHigh"
"United States",45,"Female","Yes Kids","deg","unemployed",-0.01,"home maker",17,0,"Large Town","Married",1,2,3,2,3,3,3,3,3,3,2,3,3,3,4,2,3,3,3,4,2,2,2,3,3,3,2,3,3,4,3,2,4,3,3,3,3,3,2,4,3,4,3,4,5,3,2,"Missing","Missing",2.8,2.86666666666667,3,3.4,0.92,"VHigh"
"United States",45,"Male","Yes Kids","phd","full-time",67500,"assistant professor",4,5,"Small Town","Married",1,1,3,4,3,4,4,3,4,5,5,4,5,4,5,4,4,5,5,2,4,4,5,3,4,3,4,3,4,5,5,4,4,5,4,4,5,5,4,4,3,5,1,2,2,2,2,"Missing","Missing",3.6,4.2,4.15,1.8,0.92,"VHigh"
"United States",28,"Female","No Kids","phd","full-time",150000,"Attorney",0,5,"Large-City","Single",0,0,4,4,4,3,3,2,4,5,5,4,4,4,4,3,4,4,5,5,4,5,5,3,4,5,5,3,4,4,5,5,4,4,4,4,4,4,3,4,3,3,3,2,2,3,2,"yes","yes",3.6,4.13333333333333,4,2.4,0.92,"VHigh"
"United States",45,"Male","No Kids","ma","unemployed",15000,"Freelance",0,0,"Medium-Sized","Single",0,0,4,1,1,1,1,2,2,2,2,1,5,1,2,1,2,5,4,4,1,3,1,2,1,5,1,2,2,1,2,2,4,4,5,3,3,5,5,2,1,4,3,3,4,4,4,"no","no",1.6,2.46666666666667,2.75,3.6,0.92,"VHigh"
"United States",55,"Female","Yes Kids","ltuni","full-time",250000,"Missing",10,0,"Medium-Sized","Married",0,1,2,2,2,2,2,1,1,2,2,2,4,2,2,2,2,1,3,4,2,2,3,3,2,3,2,1,3,2,2,1,3,3,1,2,3,2,2,3,2,2,3,3,3,3,1,"no","no",2,2.13333333333333,2.25,2.6,0.92,"VHigh"
"United States",67.5,"Male","Yes Kids","phd","retired",67500,"retired",8,0,"Small City","Widowed",2,1,3,3,3,2,2,1,1,3,4,4,2,3,3,1,2,3,2,2,2,3,3,2,2,2,2,5,3,2,3,2,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,"yes","no",2.6,2.4,2.75,2.6,0.92,"VHigh"
"United States",32.5,"Male","Yes Kids","phd","full-time",67500," teacher",4,5,"Small City","Married",0,1,4,3,4,3,3,1,1,3,2,2,2,2,3,2,4,3,2,2,2,2,3,3,3,2,3,3,3,3,3,2,4,3,3,4,3,4,2,3,3,4,3,3,3,2,2,"yes","yes",3.4,2.2,3.05,2.6,0.92,"VHigh"
"United States",55,"Male","No Kids","ltuni","part-time",25000,"Insurance Agent",12,0,"Medium-Sized","Widowed",0,0,3,3,2,2,2,1,1,5,2,3,3,2,3,3,2,3,1,2,1,3,4,2,2,2,2,2,3,3,4,2,1,3,3,4,4,3,2,4,4,2,3,3,2,3,2,"yes","yes",2.4,2.33333333333333,2.8,2.6,0.92,"VHigh"
"United States",55,"Male","No Kids","deg","full-time",35000,"Designer",12,0,"Large-City","Single",0,0,3,4,4,2,2,1,1,3,3,4,3,3,4,3,3,2,2,2,2,4,3,2,2,2,2,2,3,2,4,2,2,4,2,2,4,4,3,3,3,4,2,2,2,2,1,"yes","no",3,2.66666666666667,2.75,1.8,0.92,"VHigh"
"United States",22,"Male","No Kids","deg","student",10000,"Missing",4,0,"Small City","Single",0,0,4,4,4,3,3,3,3,5,3,1,2,4,4,2,2,2,4,1,2,2,4,2,3,5,3,3,4,3,5,3,3,4,3,3,4,4,3,4,4,4,2,3,4,5,2,"yes","yes",3.6,2.66666666666667,3.55,3.2,0.92,"VHigh"
"United States",25,"Female","No Kids","deg","part-time",25000,"Musician",2,7,"Medium-Sized","Single",0,0,5,5,4,4,4,1,3,4,4,5,1,5,5,5,5,4,5,2,2,3,5,3,3,3,3,3,5,4,5,4,4,5,1,3,4,5,5,5,4,4,4,3,3,4,3,"yes","yes",4.4,3.6,3.9,3.4,0.92,"VHigh"
"United States",45,"Male","No Kids","ltuni","full-time",55000,"real estate",4,0,"Large-City","Married",0,0,3,4,5,5,5,4,4,5,1,1,3,1,4,2,1,5,4,2,4,5,5,5,1,5,2,5,5,1,5,1,5,3,5,4,5,5,5,4,1,4,3,5,4,4,4,"yes","yes",4.4,3.06666666666667,3.8,4,0.92,"VHigh"
"United States",45,"Female","Yes Kids","deg","part-time",15000,"RN",23,0,"Small Town","Married",2,1,2,3,2,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,2,1,5,3,1,4,1,1,1,1,3,3,3,3,3,2,1,2,2,1,4,5,5,5,4,"no","no",1.8,1.33333333333333,2.15,4.6,0.92,"VHigh"
"United States",55,"Male","Yes Kids","deg","retired",87500,"retired",3,0,"Small Town","Married",0,3,4,4,3,3,3,2,2,3,2,3,3,2,3,3,2,2,2,2,2,4,4,3,2,1,2,2,2,3,4,2,4,3,3,2,3,3,2,4,4,3,3,3,3,3,1,"yes","no",3.4,2.46666666666667,2.8,2.6,0.92,"VHigh"
"United States",19,"Male","No Kids","ltuni","student",-0.01,"Missing",0,0,"Large Town","Single",0,0,3,3,3,2,2,1,1,2,3,3,2,2,4,2,3,3,3,4,2,1,3,1,1,1,3,3,3,2,2,3,2,4,3,2,3,4,3,5,4,2,4,4,4,4,4,"yes","yes",2.6,2.4,2.7,4,0.92,"VHigh"
"United States",28,"Male","No Kids","deg","full-time",55000,"project manager",1,6,"Medium-Sized","Single",0,0,2,3,4,3,3,2,1,4,2,2,2,2,4,2,1,3,2,4,1,3,3,3,2,2,4,3,3,4,1,3,4,2,4,4,2,4,3,3,3,3,3,4,4,2,1,"yes","no",3,2.33333333333333,3,2.8,0.92,"VHigh"
"United States",67.5,"Male","Yes Kids","ma","retired",250000,"retired",7,0,"Rural/Country","Married",2,0,1,1,1,1,1,1,1,5,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,4,5,5,5,3,"no","no",1,1.46666666666667,1.1,4.4,0.92,"VHigh"
"United States",37.5,"Female","No Kids","ma","full-time",45000," teacher",6,0,"Large-City","Divorced",0,0,3,3,2,3,3,1,1,5,3,3,3,2,3,2,4,1,2,1,2,3,2,1,5,3,3,1,3,3,4,1,4,3,1,1,4,1,1,3,1,2,3,3,3,4,2,"yes","no",2.8,2.4,2.35,3,0.92,"VHigh"
"United States",45,"Male","Yes Kids","phd","full-time",87500,"Scientist",8,0,"Large-City","Married",1,0,4,3,3,3,4,2,2,4,4,5,3,4,4,4,4,2,3,3,2,4,4,5,4,3,2,2,4,4,4,4,4,4,4,3,3,4,3,5,5,4,3,4,3,2,2,"yes","yes",3.4,3.33333333333333,3.75,2.8,0.92,"VHigh"
"United States",37.5,"Male","No Kids","phd","full-time",250000,"associate",0,3,"Large-City","Single",0,0,4,3,3,3,3,2,1,4,1,3,3,1,3,4,3,3,1,2,1,3,3,1,1,2,3,2,3,4,4,1,1,4,2,3,3,5,3,4,3,3,3,3,3,3,3,"yes","no",3.2,2.33333333333333,2.75,3,0.92,"VHigh"
"United States",55,"Male","Yes Kids","ma","full-time",150000,"director",1,0,"Small Town","Married",2,0,3,1,2,2,2,1,1,3,3,2,1,3,3,2,3,3,2,3,2,3,3,1,2,3,3,2,2,2,2,2,3,2,2,2,3,3,3,2,3,3,4,4,3,4,3,"yes","yes",2,2.33333333333333,2.4,3.6,0.92,"VHigh"
"United States",28,"Female","No Kids","deg","full-time",45000,"Restaurant operations manager",3,6,"Medium-Sized","Single",0,0,5,3,4,5,5,2,3,5,4,4,4,4,4,4,4,3,4,2,4,4,4,3,3,2,4,2,4,4,4,4,4,4,3,3,4,3,3,4,2,3,2,2,3,2,2,"yes","yes",4.4,3.66666666666667,3.35,2.2,0.92,"VHigh"
"United States",37.5,"Female","Yes Kids","ma","full-time",87500,"Research Scientist",0,1,"Small City","Divorced",0,1,2,2,2,2,2,4,2,5,4,4,3,4,4,2,4,4,2,2,2,4,4,3,2,5,5,4,2,1,2,5,2,2,4,4,2,4,4,2,4,2,4,4,4,4,4,"yes","no",2,3.33333333333333,3.15,4,0.92,"VHigh"
"United States",55,"Male","Yes Kids","ma","full-time",67500,"Labor Relations Specialist",3,0,"Small City","Married",1,0,4,2,4,3,3,2,1,5,5,3,3,3,4,3,4,2,2,2,1,4,4,2,3,3,2,3,4,4,5,2,2,4,4,3,4,4,3,4,4,3,2,3,2,3,2,"yes","yes",3.2,2.93333333333333,3.35,2.4,0.92,"VHigh"
"United States",67.5,"Female","Yes Kids","ma","retired",250000,"Missing",0,0,"Small City","Married",1,1,4,4,4,3,3,1,3,2,4,4,5,4,4,3,4,3,4,3,4,4,4,2,2,3,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,2,2,2,3,1,"yes","no",3.6,3.46666666666667,3.6,2,0.92,"VHigh"
"United States",55,"Female","Yes Kids","deg","full-time",87500,"Financial Advisor",1,6,"Large Town","Married",0,3,3,4,3,3,3,2,1,1,3,3,2,2,3,3,3,2,3,4,2,3,3,2,3,2,4,3,4,3,4,2,2,3,2,3,3,4,4,3,3,4,2,2,2,2,2,"yes","yes",3.2,2.46666666666667,3.05,2,0.92,"VHigh"
"United States",55,"Female","Yes Kids","phd","full-time",150000,"Attorney",14,0,"Medium-Sized","Divorced",2,1,3,4,3,3,2,3,3,1,5,4,5,4,4,5,5,3,3,4,5,5,5,3,2,2,4,3,5,3,5,4,3,4,1,2,3,2,2,4,5,3,2,2,3,3,2,"yes","yes",3,3.93333333333333,3.25,2.4,0.92,"VHigh"
"United States",45,"Female","Yes Kids","phd","full-time",25000," teacher",30,0,"Small City","Married",2,0,2,3,3,3,2,1,1,3,2,1,1,2,2,1,1,1,1,3,2,2,2,2,2,2,2,1,2,3,2,2,4,2,1,2,2,3,2,3,3,2,4,4,4,4,4,"no","no",2.6,1.6,2.2,4,0.92,"VHigh"
"United States",19,"Female","No Kids","ltuni","unemployed",10000,"Missing",0,0,"Medium-Sized","Single",0,0,3,4,5,3,3,2,1,4,1,3,4,3,5,2,4,3,2,4,1,2,5,1,5,5,1,4,5,5,5,2,3,5,3,5,5,4,4,1,5,5,1,1,2,2,1,"yes","yes",3.6,2.73333333333333,3.9,1.4,0.92,"VHigh"
"United States",45,"Female","No Kids","phd","full-time",150000,"Missing",6,0,"Large-City","Separated",0,0,3,2,2,2,2,3,2,2,4,3,3,3,3,2,2,3,2,4,3,3,3,2,2,2,4,2,3,3,3,3,4,4,3,2,4,5,4,4,4,1,4,4,4,4,4,"yes","yes",2.2,2.8,3.1,4,0.92,"VHigh"
"United States",37.5,"Female","No Kids","ma","full-time",55000,"TV News Executive Producer",1,11,"Small City","Married",0,0,2,2,2,3,3,1,5,5,5,3,4,4,3,3,3,4,5,4,4,3,3,1,2,5,4,3,4,3,4,2,4,3,2,4,4,4,3,3,4,5,3,2,3,3,2,"yes","yes",2.4,3.73333333333333,3.35,2.6,0.92,"VHigh"
"United States",28,"Male","No Kids","deg","full-time",35000," teacher",4,0,"Medium-Sized","Married",0,0,3,3,4,3,3,1,2,5,4,3,4,3,3,2,3,2,3,1,3,4,3,3,3,3,3,3,3,3,4,1,2,4,1,2,3,4,4,3,4,3,3,4,3,3,3,"yes","yes",3.2,2.86666666666667,2.95,3.2,0.92,"VHigh"
"United States",55,"Female","No Kids","ma","full-time",87500,"Librarian",0,8,"Large-City","Married",0,0,3,4,4,4,4,4,2,2,4,4,4,4,4,3,4,5,3,4,2,4,4,4,3,4,3,4,3,4,4,2,2,4,5,5,4,4,3,4,4,4,3,3,3,4,1,"yes","yes",3.8,3.53333333333333,3.7,2.8,0.92,"VHigh"
"United States",28,"Female","No Kids","deg","student",10000,"Missing",0,0,"Medium-Sized","Single",0,0,3,3,3,3,2,1,3,2,3,3,3,5,4,3,3,2,3,3,2,2,3,2,2,4,2,1,3,3,4,2,2,3,1,2,4,3,2,4,4,4,3,3,3,3,2,"yes","yes",2.8,2.8,2.75,2.8,0.92,"VHigh"
"United States",45,"Male","Yes Kids","phd","full-time",150000,"First VP & Associate General Counsel",1,7,"Small Town","Divorced",1,1,3,3,4,3,3,1,5,5,5,4,1,5,5,5,5,5,3,4,5,4,4,3,3,3,3,4,4,4,4,2,4,5,2,4,5,5,3,5,5,5,2,3,2,5,2,"yes","yes",3.2,4.13333333333333,3.85,2.8,0.92,"VHigh"
"United States",32.5,"Female","No Kids","ma","full-time",45000,"Coordinator of International Programs",0,1,"Large-City","Separated",0,0,3,3,3,2,2,2,2,3,3,3,1,1,3,3,3,2,3,2,3,1,3,2,2,4,2,4,2,3,2,3,3,3,3,2,3,4,4,3,4,3,1,1,1,1,5,"yes","no",2.6,2.33333333333333,2.95,1.8,0.92,"VHigh"
"United States",32.5,"Female","No Kids","ma","full-time",150000,"Chief of Staff",2,0,"Medium-Sized","Single",0,0,2,2,2,2,2,1,1,3,3,2,1,3,2,1,2,3,2,1,2,1,2,1,2,2,3,1,1,2,2,2,3,2,2,2,2,5,5,2,2,2,4,4,4,4,2,"no","no",2,1.86666666666667,2.25,3.6,0.92,"VHigh"
"United States",45,"Female","No Kids","deg","part-time",10000,"yoga teacher",5,0,"Medium-Sized","Married",0,0,4,3,3,2,2,2,1,2,2,3,2,2,3,2,3,2,2,1,1,2,3,2,3,3,3,3,3,3,3,2,2,3,2,2,3,4,3,3,3,3,4,4,4,4,3,"yes","yes",2.8,2,2.8,3.8,0.92,"VHigh"
"United States",55,"Female","Yes Kids","phd","full-time",67500," teacher",17,0,"Medium-Sized","Married",1,1,4,4,4,4,4,1,1,2,3,5,3,2,4,5,4,3,3,3,2,4,5,2,3,1,5,4,5,3,5,3,2,5,1,1,4,5,5,3,5,5,5,5,5,5,5,"yes","no",4,3,3.6,5,0.92,"VHigh"
"United States",37.5,"Female","Yes Kids","deg","student",10000,"Missing",1,8,"Large-City","Married",1,0,2,4,3,3,3,3,2,3,3,4,1,4,5,4,4,5,5,5,5,5,5,5,5,5,1,4,5,4,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,3,"yes","no",3,3.86666666666667,4.55,4.6,0.92,"VHigh"
"United States",28,"Female","No Kids","ma","full-time",55000,"Volunteer Director",1,3,"Large-City","Single",0,0,3,3,3,2,2,2,1,3,2,2,2,2,3,1,2,1,1,3,2,3,3,2,1,4,5,2,3,3,4,1,2,3,2,2,3,5,5,2,3,3,4,3,5,5,4,"yes","no",2.6,2,2.9,4.2,0.92,"VHigh"
"United States",55,"Female","Yes Kids","ma","part-time",250000,"Business Owner",1,8,"Large-City","Divorced",1,0,2,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,1,1,2,4,1,2,1,2,2,1,2,2,1,4,2,3,2,2,2,2,2,1,2,5,5,5,5,5,"no","no",1.2,1.4,2,5,0.92,"VHigh"
"United States",22,"Female","No Kids","ltuni","part-time",10000,"manager",2,11,"Small City","Single",0,0,2,2,3,2,2,2,1,4,1,1,2,2,3,2,2,4,2,2,1,3,4,3,4,4,3,3,2,4,4,1,3,4,1,4,5,2,3,4,4,5,2,3,2,2,2,"yes","no",2.2,2.13333333333333,3.35,2.2,0.92,"VHigh"
"United States",22,"Female","No Kids","dip","student",10000,"Missing",6,0,"Large-City","Single",0,0,3,4,3,3,3,3,2,4,2,5,5,4,5,5,5,3,5,4,4,5,5,2,3,5,5,3,5,3,5,3,3,4,3,4,5,3,4,5,5,5,3,3,4,3,1,"yes","yes",3.2,4.06666666666667,4,2.8,0.92,"VHigh"
"United States",55,"Male","Yes Kids","ma","full-time",45000,"Pastor ; Life coach  clergy",7,0,"Small City","Married",1,0,3,3,2,2,2,2,1,4,2,3,4,4,2,2,3,2,2,4,2,2,4,2,3,4,2,3,3,3,4,2,2,4,2,4,4,4,4,4,4,2,2,2,2,2,2,"yes","yes",2.4,2.6,3.2,2,0.92,"VHigh"
"United States",45,"Female","Yes Kids","deg","part-time",25000," teacher",5,0,"Medium-Sized","Divorced",1,1,4,4,4,3,3,2,3,5,4,4,1,5,4,4,4,3,4,3,4,4,4,2,4,3,2,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,"yes","yes",3.6,3.6,3.6,3,0.92,"VHigh"
"United States",37.5,"Male","No Kids","ma","full-time",67500,"Research Analyst",12,0,"Large-City","Single",0,0,4,3,4,3,3,5,4,3,4,4,4,4,4,3,4,4,4,5,3,5,4,3,4,4,4,3,3,4,5,3,4,4,4,4,3,5,4,3,5,4,3,4,3,3,2,"yes","yes",3.4,4,3.85,3,0.92,"VHigh"
"United States",37.5,"Male","No Kids","phd","full-time",-0.01,"Missing",14,0,"Small City","Married",0,0,2,4,1,2,1,3,3,1,4,4,5,5,3,2,5,4,5,3,3,3,4,1,5,4,1,2,4,2,3,4,3,4,5,4,4,5,2,4,4,4,2,2,2,3,2,"yes","yes",2,3.53333333333333,3.45,2.2,0.92,"VHigh"
"United States",20,"Female","No Kids","ltuni","student",-0.01,"Missing",2,5,"Small Town","Single",0,0,4,4,4,3,3,3,3,4,4,5,3,5,5,4,4,3,4,3,4,4,4,3,3,5,3,3,4,4,5,3,5,5,3,4,5,4,4,5,3,5,3,3,2,3,3,"yes","yes",3.6,3.86666666666667,4,2.8,0.92,"VHigh"
"United States",37.5,"Female","No Kids","ltuni","part-time",25000,"electronic technician",17,0,"Small City","Single",0,0,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,1,2,1,1,1,"yes","yes",4.8,4.8,4.8,1.2,0.92,"VHigh"
"United States",28,"Female","No Kids","deg","full-time",67500,"Editor",9,0,"Large-City","Single",0,0,3,2,1,1,1,2,1,3,3,2,4,4,4,3,3,2,3,1,2,2,3,1,1,5,2,2,3,3,3,4,2,3,3,2,4,3,2,2,3,3,4,4,4,4,4,"yes","yes",1.6,2.6,2.7,4,0.92,"VHigh"
"United States",45,"Female","Yes Kids","ma","full-time",87500,"Attorney",23,0,"Small City","Married",0,1,5,5,4,3,3,2,3,5,5,3,3,4,5,4,5,5,5,4,5,5,5,3,2,5,5,3,5,2,5,5,5,4,5,3,4,5,4,5,1,1,3,3,4,4,4,"yes","yes",4,4.2,3.85,3.6,0.92,"VHigh"
"United States",28,"Female","No Kids","ma","full-time",35000,"Associate Producer",2,0,"Large-City","Single",0,0,3,3,3,2,2,1,1,1,1,2,1,2,2,2,2,2,2,3,1,2,3,3,2,3,3,3,2,3,3,1,2,3,1,2,3,1,2,3,3,2,3,3,3,2,2,"yes","yes",2.6,1.66666666666667,2.4,2.6,0.92,"VHigh"
"United States",24,"Female","No Kids","deg","full-time",45000,"Missing",0,4,"Large-City","Single",0,0,3,2,3,2,2,2,2,3,3,2,2,2,3,1,2,3,3,3,2,3,3,2,2,3,3,2,2,3,2,1,3,3,2,2,1,4,2,2,2,3,4,5,4,2,3,"no","no",2.4,2.4,2.35,3.6,0.92,"VHigh"
"United States",37.5,"Female","Yes Kids","phd","part-time",67500,"VMD",13,0,"Small City","Married",1,1,5,4,4,4,4,2,2,5,4,4,1,4,4,4,4,3,3,4,3,3,4,3,3,2,3,3,4,3,4,4,4,4,2,3,4,5,4,5,4,5,3,3,3,4,3,"yes","yes",4.2,3.33333333333333,3.65,3.2,0.92,"VHigh"
"United States",37.5,"Male","Yes Kids","deg","full-time",150000,"engineer",5,0,"Medium-Sized","Married",2,0,4,5,5,5,5,4,2,5,2,4,5,5,5,3,5,5,3,4,2,4,5,3,5,2,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,3,3,3,4,4,3,"yes","yes",4.8,3.86666666666667,4.55,3.4,0.92,"VHigh"
"United States",55,"Female","Yes Kids","deg","full-time",45000,"Administrator",1,6,"Small City","Married",0,2,2,2,2,1,1,2,1,5,1,1,3,1,1,1,2,2,3,2,1,4,2,1,1,3,1,5,1,3,3,2,4,2,3,2,2,3,3,3,1,3,3,3,3,3,3,"no","no",1.6,2,2.4,3,0.92,"VHigh"
"United States",24,"Female","No Kids","ma","full-time",45000,"abc",0,6,"Medium-Sized","Single",0,0,2,2,2,1,1,1,4,5,5,1,1,3,4,1,2,3,5,2,5,2,3,1,2,5,2,5,2,2,2,2,5,3,4,4,4,5,4,2,2,2,5,5,5,5,5,"no","no",1.6,2.93333333333333,3.05,5,0.92,"VHigh"
"United States",55,"Male","Yes Kids","ma","full-time",87500,"media relations/science writing",9,0,"Large-City","Married",2,0,3,4,4,3,3,1,3,5,3,3,2,4,3,2,3,3,3,2,2,2,3,2,4,4,2,3,3,4,4,2,2,3,3,3,3,4,2,4,4,3,2,3,3,3,3,"yes","yes",3.4,2.73333333333333,3.1,2.8,0.92,"VHigh"
"United States",32.5,"Female","Yes Kids","ma","part-time",35000,"buyer",7,3,"Small City","Married",1,0,5,5,5,4,4,1,2,2,4,3,3,2,3,2,3,3,3,3,2,2,3,3,4,3,3,4,4,4,4,4,4,4,2,3,4,4,4,3,2,4,3,3,3,4,3,"yes","no",4.6,2.53333333333333,3.5,3.2,0.92,"VHigh"
"United States",55,"Female","No Kids","deg","full-time",87500,"Owner",23,0,"Large-City","Missing",0,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,5,1,5,1,1,1,1,5,2,1,1,1,3,1,2,1,1,4,4,4,4,4,"no","no",1,1.2,2,4,0.92,"VHigh"
"United States",45,"Female","Yes Kids","ltuni","full-time",45000,"University Staff",13,6,"Large-City","Married",0,1,2,4,3,3,3,3,2,5,4,4,3,2,3,2,4,3,4,3,3,5,5,4,4,4,5,4,5,3,4,4,4,3,4,3,4,5,4,4,5,4,4,3,3,5,4,"yes","yes",3,3.33333333333333,4.1,3.8,0.92,"VHigh"
"United States",21,"Female","No Kids","ltuni","student",-0.01,"Missing",0,0,"Small City","Single",0,0,5,4,3,4,4,1,1,3,5,1,4,3,5,1,5,5,2,5,1,5,5,1,2,5,5,5,5,5,5,3,1,5,1,5,5,3,3,4,4,5,1,1,1,1,1,"yes","yes",4,3.13333333333333,3.85,1,0.92,"VHigh"
"United States",67.5,"Female","No Kids","ma","retired",87500,"Missing",0,0,"Large-City","Divorced",0,0,3,2,2,2,2,1,1,4,3,2,1,3,2,2,3,2,1,1,2,1,2,3,1,2,1,1,2,2,3,5,4,4,1,2,2,3,4,4,3,2,5,5,5,4,5,"yes","no",2.2,1.93333333333333,2.55,4.8,0.92,"VHigh"
"United States",45,"Male","Yes Kids","high","full-time",25000,"landscape designer",10,0,"Village","Married",1,0,3,3,4,2,2,2,1,4,3,2,1,2,3,2,2,2,1,3,2,2,3,2,2,2,1,2,3,3,3,1,3,2,2,2,3,2,2,3,3,3,3,3,3,4,1,"yes","yes",2.8,2.13333333333333,2.35,2.8,0.92,"VHigh"
"United States",80,"Male","Yes Kids","ma","retired",55000,"Missing",0,0,"Large Town","Married",2,2,3,3,4,1,1,1,1,1,1,4,2,1,2,3,3,5,2,1,1,1,3,1,3,1,4,2,3,3,5,5,1,3,1,1,3,5,2,5,2,3,4,4,5,5,4,"yes","no",2.4,1.93333333333333,2.8,4.4,0.92,"VHigh"
"United States",24,"Male","No Kids","deg","full-time",35000,"Missing",0,0,"Large-City","Single",0,0,5,5,4,3,3,1,2,3,3,5,4,5,5,3,4,2,3,2,3,2,4,2,2,4,2,4,5,4,4,1,3,5,1,2,5,4,3,4,4,4,2,2,3,1,1,"yes","yes",4,3.13333333333333,3.35,1.8,0.92,"VHigh"
"United States",45,"Male","Yes Kids","deg","full-time",55000,"Network Services Engineer",1,1,"Large-City","Married",0,1,3,3,2,3,3,3,1,3,3,4,1,2,3,3,3,3,2,4,1,5,5,2,3,2,5,2,4,3,3,2,2,3,3,3,3,4,3,4,3,4,2,4,3,4,2,"yes","no",2.8,2.73333333333333,3.15,3,0.92,"VHigh"
"United States",23,"Male","No Kids","dip","student",25000,"Missing",0,7,"Large-City","Single",0,0,5,4,3,3,3,1,3,3,4,4,2,3,4,2,4,3,4,2,4,4,5,2,3,4,2,2,4,4,5,3,4,4,1,3,4,4,4,4,4,4,3,4,4,5,3,"yes","yes",3.6,3.13333333333333,3.5,3.8,0.92,"VHigh"
"United States",55,"Male","Yes Kids","dip","full-time",150000,"Missing",17,0,"Large Town","Divorced",1,1,3,3,4,3,3,2,3,3,4,4,4,4,4,4,4,3,4,2,4,2,3,2,3,3,3,3,2,4,4,3,3,4,2,3,4,3,3,4,3,3,3,3,3,3,2,"yes","yes",3.2,3.4,3.1,2.8,0.92,"VHigh"
"United States",25,"Female","No Kids","ma","full-time",25000,"Special Projects Editor",1,5,"Small City","Married",0,0,3,2,2,2,2,1,3,4,5,2,1,3,4,3,5,2,3,2,4,3,3,2,3,5,2,2,3,3,4,4,4,4,2,2,3,3,3,4,4,3,3,5,4,4,4,"yes","yes",2.2,3,3.15,4,0.92,"VHigh"
"United States",28,"Male","No Kids","deg","full-time",45000,"Marketing",1,4,"Large-City","Single",0,0,3,3,3,2,3,1,3,4,5,2,1,3,2,1,2,4,4,4,5,4,4,4,3,5,4,3,3,2,3,2,5,5,1,3,2,3,2,2,3,2,4,4,4,4,3,"yes","no",2.8,3,3.05,3.8,0.92,"VHigh"
"United States",55,"Female","No Kids","deg","full-time",45000,"free lance bookkeeper",7,11,"Small City","Single",0,0,1,1,5,1,1,1,1,5,1,2,2,1,1,1,2,5,1,5,1,1,3,1,1,3,3,1,1,1,3,1,1,3,1,1,2,5,5,3,3,4,3,2,3,4,4,"no","no",1.8,2,2.3,3.2,0.92,"VHigh"
"United States",37.5,"Female","No Kids","dip","unemployed",35000,"na",0,0,"Large-City","Divorced",0,0,4,4,2,3,2,5,5,5,5,5,5,5,2,5,5,3,5,5,5,5,4,1,5,4,4,5,4,4,4,5,5,4,4,4,5,3,3,4,4,4,3,5,4,3,3,"yes","yes",3,4.66666666666667,4,3.6,0.92,"VHigh"
